round,idno,cntry,trustpeople1,trustpeople2,trustpeople3,politics1,politics2,politics3,politics4,politics5,politics6,politics7,discriminate,optimism,D1,D2,D3,D4R,D5,D6R,D7,D8
6,1869,CH,5,7,7,4,3,7,5,5,5,5,0,3,1,2,1,4,1,4,1,1
6,1870,CH,8,6,6,7,6,8,5,NA,NA,7,0,2,1,2,1,3,2,3,1,1
6,1872,CH,4,4,2,3,5,7,3,3,NA,4,0,1,1,3,2,3,1,3,2,1
6,1873,CH,4,5,5,5,5,5,5,4,4,6,0,2,1,1,1,3,1,3,1,1
6,1875,CH,7,8,4,7,7,5,5,5,5,7,0,2,2,2,4,3,2,3,2,2
6,1876,CH,9,8,8,9,9,8,8,8,8,8,0,2,2,2,1,3,2,4,2,1
6,1877,CH,3,5,4,6,4,3,4,3,5,6,0,2,1,1,1,2,1,4,1,1
6,1878,CH,7,7,5,6,7,8,6,5,5,8,0,3,1,1,2,3,1,3,1,1
6,1879,CH,3,7,4,NA,5,5,3,3,4,7,0,1,2,4,2,3,1,3,1,1
6,1880,CH,6,8,8,6,8,10,7,7,8,8,0,1,1,1,2,4,1,4,1,1
6,1881,CH,7,7,7,9,8,9,6,5,3,4,0,2,1,2,1,3,1,2,1,1
6,1882,CH,7,8,8,3,2,2,2,2,2,2,0,2,1,1,2,3,1,3,2,1
6,1885,CH,6,7,7,NA,7,9,5,5,5,5,1,2,2,2,1,3,1,3,1,2
6,1887,CH,8,8,7,8,8,8,8,7,7,8,0,1,1,2,1,3,2,3,1,1
6,1888,CH,5,4,4,9,6,7,8,5,6,6,0,2,2,3,1,3,2,3,2,3
6,1894,CH,7,5,2,5,7,8,7,7,6,5,0,1,1,2,2,4,1,4,1,1
6,1895,CH,5,5,8,8,8,9,8,8,7,7,0,4,1,1,1,4,1,2,1,1
6,1897,CH,0,4,8,9,8,7,8,7,8,8,0,1,1,2,1,3,2,2,2,2
6,1900,CH,8,8,5,6,9,8,6,8,7,4,0,2,1,1,2,3,2,3,2,2
6,1902,CH,5,9,7,9,9,10,9,10,10,10,0,2,1,1,1,1,1,1,1,1
6,1903,CH,5,5,7,5,7,7,5,5,4,4,0,2,1,1,2,4,1,4,1,1
6,1904,CH,7,9,6,10,NA,10,7,NA,8,6,0,1,2,2,1,3,1,4,2,1
6,1906,CH,6,7,4,6,6,6,4,4,6,7,0,2,1,2,3,4,1,4,1,1
6,1907,CH,7,7,5,6,9,10,6,2,2,5,0,1,1,1,2,3,1,3,1,1
6,1908,CH,5,5,3,NA,8,8,3,3,0,0,1,1,3,3,4,1,1,3,2,2
6,1914,CH,5,2,2,5,7,7,6,5,4,2,0,2,1,1,1,4,1,4,1,1
6,1917,CH,6,5,4,8,8,8,6,6,6,8,0,2,2,1,1,3,2,3,1,1
6,1920,CH,5,7,6,5,9,7,5,6,4,1,0,2,1,3,1,2,1,3,2,2
6,1921,CH,5,7,4,7,8,8,7,6,7,7,0,2,1,1,1,4,1,4,1,1
6,1922,CH,3,5,3,10,10,10,10,8,1,10,0,3,1,3,1,4,1,4,1,1
6,1924,CH,3,5,5,6,7,7,6,7,5,3,0,2,1,2,3,3,1,3,2,2
6,1927,CH,7,6,5,7,8,7,6,6,5,7,0,2,1,2,1,3,1,3,1,2
6,1929,CH,7,7,6,8,9,9,7,7,5,6,0,2,1,2,1,1,1,2,1,1
6,1930,CH,9,3,3,8,8,9,8,8,7,9,0,2,1,1,1,3,1,4,1,1
6,1931,CH,7,7,5,6,8,8,8,5,0,6,0,2,1,1,2,3,1,3,1,1
6,1932,CH,4,7,8,7,9,9,6,5,NA,NA,0,2,1,1,1,3,NA,3,1,1
6,1936,CH,7,7,7,7,7,7,5,6,5,5,0,5,1,1,1,4,1,3,1,2
6,1939,CH,0,0,0,5,3,5,3,3,NA,NA,0,1,2,3,3,3,1,2,2,2
6,1940,CH,1,3,5,8,7,5,6,6,7,6,0,2,2,4,4,3,1,3,2,1
6,1941,CH,7,7,7,3,3,6,5,0,0,5,0,1,1,1,2,3,1,3,1,2
6,1943,CH,9,7,9,7,8,7,8,8,9,9,0,1,1,2,2,4,2,3,1,1
6,1944,CH,3,5,4,7,10,9,6,6,3,4,0,2,1,1,2,4,1,4,1,1
6,1945,CH,5,5,5,5,5,5,5,3,3,3,0,2,1,1,2,3,1,3,1,1
6,1946,CH,7,7,8,8,6,9,5,5,5,5,0,2,1,1,1,2,1,3,1,1
6,1949,CH,8,8,8,6,8,8,NA,NA,8,9,0,4,1,1,1,4,1,4,1,1
6,1950,CH,7,7,2,5,8,7,2,0,1,4,0,2,2,4,2,3,2,2,2,2
6,1953,CH,7,8,6,5,5,5,8,7,7,5,0,1,2,2,1,4,1,4,1,2
6,1954,CH,7,8,7,7,6,10,6,8,6,7,0,1,1,1,1,4,1,4,1,1
6,1955,CH,0,NA,NA,0,0,0,0,0,0,0,1,2,1,2,1,4,1,4,1,1
6,1959,CH,6,5,5,6,7,8,6,6,6,6,0,2,1,1,1,2,1,3,1,1
6,1961,CH,8,8,7,8,7,6,5,5,7,7,0,1,1,1,2,3,1,3,1,1
6,1963,CH,6,6,5,5,2,2,2,2,2,5,0,2,1,1,2,4,1,4,2,1
6,1964,CH,8,8,8,10,10,10,8,5,5,7,0,2,2,1,2,3,2,4,1,1
6,1968,CH,6,4,5,7,9,5,5,5,5,2,0,2,1,1,2,3,1,4,1,1
6,1969,CH,7,8,8,8,8,8,8,7,5,5,0,2,1,1,2,3,1,3,1,2
6,1970,CH,8,8,6,8,7,8,8,7,8,8,0,2,1,2,2,4,1,4,1,1
6,1971,CH,5,6,8,8,7,8,6,4,5,5,0,1,1,1,1,2,1,3,1,1
6,1973,CH,4,4,3,3,0,7,3,3,0,3,0,3,1,1,1,4,1,4,4,2
6,1975,CH,8,8,10,8,9,10,10,10,8,NA,0,2,2,2,1,2,2,2,2,1
6,1977,CH,5,7,7,3,2,4,2,2,4,3,0,2,2,2,2,3,2,3,1,2
6,1978,CH,4,4,4,7,9,9,5,5,4,5,0,2,1,1,1,3,1,3,1,1
6,1982,CH,5,7,8,8,7,9,8,7,4,5,NA,1,1,2,2,3,1,4,1,1
6,1983,CH,7,6,6,8,8,8,7,7,7,9,0,2,1,1,1,4,1,4,1,1
6,1984,CH,3,5,4,6,6,7,6,8,4,7,0,1,2,2,1,2,1,2,1,1
6,1985,CH,8,6,6,7,8,7,5,4,5,5,0,2,2,1,1,3,1,4,2,2
6,1990,CH,6,7,7,8,8,8,7,7,8,9,0,2,1,1,1,4,1,4,1,1
6,1991,CH,6,7,7,5,5,6,5,5,5,3,0,1,1,2,1,4,1,4,1,1
6,1992,CH,5,2,7,7,7,8,9,5,5,7,0,2,2,2,1,2,1,3,2,1
6,1993,CH,6,7,3,6,6,4,7,4,6,8,0,2,1,1,2,4,1,4,1,1
6,1994,CH,3,5,4,4,1,5,2,3,0,0,0,2,1,2,2,4,1,3,1,1
6,1998,CH,6,6,8,4,5,5,4,4,5,4,0,2,2,2,2,3,2,3,2,2
6,2000,CH,3,5,7,7,5,8,5,6,4,3,0,2,1,1,1,3,1,4,1,1
6,2003,CH,5,5,7,8,8,7,NA,NA,NA,9,1,2,2,2,2,2,2,2,2,1
6,2004,CH,5,3,5,NA,NA,6,NA,NA,NA,NA,0,1,1,1,1,4,1,4,3,1
6,2005,CH,7,10,9,2,7,6,1,1,5,0,0,3,1,1,1,4,1,4,1,1
6,2007,CH,7,7,7,5,6,7,4,6,4,4,0,1,2,2,2,3,1,3,2,1
6,2008,CH,3,1,1,10,10,10,10,10,8,3,0,2,1,1,1,4,2,4,1,1
6,2011,CH,8,7,7,8,7,7,7,7,NA,6,0,2,2,2,2,2,1,2,2,1
6,2014,CH,8,6,7,8,8,8,7,7,8,8,0,1,1,1,1,3,1,3,1,1
6,2017,CH,8,9,9,5,5,9,9,8,7,7,0,2,1,1,2,4,1,3,1,1
6,2020,CH,3,6,7,7,7,7,6,6,6,7,0,2,1,2,1,3,2,3,2,1
6,2021,CH,7,8,5,8,8,8,5,5,2,3,0,2,2,2,1,2,1,3,2,1
6,2027,CH,7,9,5,4,5,6,3,5,4,3,0,2,2,1,2,4,1,4,1,1
6,2028,CH,4,5,6,10,7,8,8,7,4,4,0,2,1,2,2,3,1,4,1,1
6,2029,CH,3,3,5,5,6,8,4,6,5,7,0,2,2,3,2,2,2,2,2,2
6,2034,CH,7,7,8,6,4,7,8,7,NA,NA,0,3,1,1,1,3,1,3,1,1
6,2035,CH,4,7,7,5,8,10,3,2,1,6,0,2,2,3,3,3,1,2,1,1
6,2036,CH,0,5,7,4,4,9,2,4,0,0,0,2,2,1,2,3,1,4,2,1
6,2038,CH,4,5,2,5,7,7,2,3,1,2,0,1,1,1,1,4,1,4,1,1
6,2039,CH,7,8,8,9,9,10,7,8,9,7,0,1,2,1,1,2,1,3,1,1
6,2040,CH,3,8,10,0,5,10,2,1,2,2,0,2,1,3,2,4,2,4,1,1
6,2041,CH,9,9,8,9,9,9,8,8,6,8,0,2,2,1,2,2,2,2,2,1
6,2042,CH,8,7,5,8,8,6,8,7,5,5,0,1,2,2,2,3,1,4,2,1
6,2046,CH,6,7,2,9,6,6,4,5,3,5,0,2,1,1,1,4,2,4,1,3
6,2048,CH,7,7,5,8,8,8,6,6,5,6,0,4,1,2,2,3,1,3,2,1
6,2049,CH,3,5,7,6,8,8,3,3,8,10,0,2,2,1,4,2,4,3,3,1
6,2052,CH,4,4,5,8,8,8,7,8,6,5,0,2,1,1,1,4,1,4,2,1
6,2057,CH,0,8,3,NA,7,7,1,1,1,3,0,3,1,1,2,4,1,4,1,1
6,2059,CH,7,9,7,5,8,8,6,5,5,4,0,2,1,2,2,4,1,3,1,1
6,2060,CH,5,8,6,6,9,8,3,3,4,4,0,2,1,2,2,3,1,3,1,1
6,2062,CH,4,6,7,8,9,10,9,9,9,9,0,2,1,1,2,4,1,3,1,1
6,2063,CH,6,8,8,4,5,8,4,4,4,3,0,2,2,1,3,4,1,3,1,1
6,2064,CH,4,5,5,6,8,2,6,6,7,7,0,2,2,2,4,3,1,3,3,3
6,2065,CH,5,7,9,3,10,10,5,5,0,3,0,3,1,1,2,4,1,4,1,1
6,2066,CH,5,5,8,8,5,9,5,5,8,8,0,2,1,2,2,2,1,3,1,1
6,2069,CH,5,5,3,8,9,8,3,4,7,8,1,2,2,2,1,2,2,2,2,2
6,2072,CH,7,7,6,8,8,8,7,7,7,8,0,2,1,1,1,4,1,3,1,1
6,2073,CH,5,8,8,7,4,8,6,5,5,5,0,2,2,2,1,3,1,3,1,2
6,2074,CH,8,8,5,6,7,8,7,7,7,8,NA,1,1,4,2,3,1,3,1,2
6,2075,CH,7,8,4,8,7,4,6,3,6,4,0,4,1,1,2,4,1,3,1,2
6,2077,CH,7,9,5,9,9,8,6,6,8,10,0,2,2,1,2,3,2,3,2,1
6,2078,CH,9,7,5,7,8,7,6,6,5,8,0,2,1,2,2,3,1,3,1,1
6,2079,CH,5,5,6,4,6,6,4,4,4,4,0,4,1,2,1,3,1,3,2,1
6,2080,CH,8,9,1,6,3,2,4,2,1,0,0,2,3,4,1,2,1,2,1,3
6,2084,CH,7,9,10,5,5,7,5,5,5,5,0,2,1,1,2,3,1,4,1,1
6,2086,CH,4,7,4,7,7,8,5,4,3,6,0,2,1,1,2,3,1,4,1,1
6,2088,CH,7,8,7,9,9,9,7,7,7,9,0,3,2,1,1,4,2,4,2,1
6,2090,CH,8,8,5,8,7,7,7,5,7,5,0,1,2,2,2,2,1,3,2,2
6,2091,CH,7,7,8,4,6,7,7,6,3,3,0,2,2,1,1,3,2,4,2,2
6,2092,CH,8,8,1,5,7,7,3,3,4,5,1,1,2,1,2,3,1,3,2,2
6,2094,CH,8,7,7,8,9,9,6,7,5,4,0,1,1,2,2,4,1,3,1,1
6,2095,CH,9,9,5,7,8,7,7,7,5,8,0,3,1,1,1,4,1,4,1,1
6,2096,CH,4,5,6,8,NA,8,5,5,3,3,0,2,1,2,1,3,1,3,1,2
6,2099,CH,7,7,5,5,5,5,5,5,4,4,0,1,1,1,2,4,1,4,1,1
6,2100,CH,8,9,5,8,7,6,5,7,8,10,0,2,1,2,1,4,2,4,2,2
6,2101,CH,7,8,4,7,8,8,6,7,7,8,0,1,1,2,1,3,1,4,1,1
6,2102,CH,5,7,5,6,6,7,4,4,NA,5,0,1,1,1,2,3,1,2,1,1
6,2103,CH,8,8,6,5,5,6,4,4,3,NA,0,2,1,2,1,4,1,4,1,NA
6,2105,CH,4,8,2,2,2,8,2,2,2,5,0,2,1,2,2,3,1,3,1,2
6,2106,CH,3,5,6,6,7,5,5,NA,3,6,0,2,1,2,2,3,1,2,1,1
6,2110,CH,5,7,6,7,10,9,6,5,5,5,0,3,1,1,2,3,1,4,1,1
6,2111,CH,7,2,3,7,8,7,7,6,7,8,0,1,2,2,2,3,1,3,2,2
6,2112,CH,8,7,6,8,8,8,8,8,7,9,0,1,1,2,1,4,1,4,1,2
6,2113,CH,7,8,8,6,6,5,5,4,3,3,0,1,1,1,1,4,1,4,1,1
6,2114,CH,7,7,0,10,10,10,3,3,NA,NA,0,3,1,1,1,4,1,4,1,1
6,2115,CH,8,8,7,5,6,6,5,5,5,6,0,1,1,2,1,3,1,3,1,1
6,2117,CH,9,8,8,8,8,9,7,7,4,8,0,4,1,2,1,4,1,4,1,4
6,2119,CH,4,4,3,4,6,7,2,2,2,6,0,3,2,2,2,2,1,2,2,2
6,2120,CH,5,7,6,7,6,6,6,6,7,7,0,1,4,1,2,3,1,1,2,2
6,2121,CH,5,5,6,5,5,6,5,5,4,3,0,2,1,1,1,4,1,4,1,1
6,2123,CH,8,6,5,7,7,9,5,6,7,8,0,2,1,2,2,3,2,3,2,2
6,2124,CH,3,3,3,8,7,7,7,7,7,6,0,2,1,1,1,4,1,4,2,3
6,2128,CH,8,7,7,8,9,8,7,6,7,8,0,2,1,2,1,3,1,2,1,1
6,2129,CH,2,5,6,3,2,2,3,1,5,8,0,2,2,2,4,4,3,3,3,3
6,2131,CH,5,7,8,10,9,10,6,6,5,8,0,2,2,2,2,3,1,3,2,2
6,2132,CH,7,8,8,4,8,8,4,3,3,6,0,2,1,1,4,3,1,3,1,1
6,2133,CH,7,7,7,7,7,8,6,6,7,7,0,1,2,2,2,3,1,3,1,1
6,2134,CH,9,8,7,10,9,6,5,6,6,9,0,1,1,1,2,4,1,4,2,1
6,2135,CH,8,7,6,9,9,8,8,6,6,5,0,2,1,2,2,4,2,4,1,1
6,2140,CH,5,9,5,5,NA,9,5,5,NA,NA,0,2,1,2,4,3,1,4,1,1
6,2146,CH,6,5,4,4,4,5,4,4,5,5,0,2,2,1,1,3,2,3,2,1
6,2147,CH,8,7,7,NA,NA,NA,NA,NA,NA,6,0,2,1,1,3,3,1,3,2,1
6,2150,CH,5,6,7,7,10,10,5,7,6,6,0,2,1,3,1,3,1,3,1,2
6,2153,CH,7,7,6,5,4,6,4,5,7,8,0,2,1,2,2,3,1,3,1,2
6,2154,CH,8,5,8,6,7,5,6,6,6,6,0,2,2,3,2,1,1,1,1,3
6,2155,CH,4,6,5,7,NA,7,8,8,NA,8,0,3,2,3,1,3,2,2,2,1
6,2156,CH,6,8,7,7,9,7,4,3,4,2,0,3,1,2,2,3,1,3,2,1
6,2159,CH,5,8,5,5,7,7,4,4,4,4,0,1,1,1,2,4,1,4,1,1
6,2160,CH,4,3,5,10,3,4,8,1,5,8,0,2,2,3,1,4,1,4,2,1
6,2161,CH,6,8,4,7,5,7,6,4,7,7,0,2,1,2,1,3,1,4,1,1
6,2167,CH,2,2,2,6,3,8,6,6,5,5,0,2,2,1,2,2,1,2,2,2
6,2169,CH,7,7,8,7,8,8,6,6,5,5,0,1,1,2,1,4,1,4,1,1
6,2174,CH,6,7,6,8,8,7,7,8,7,5,0,2,1,2,1,3,1,4,1,2
6,2178,CH,6,6,5,4,5,6,4,4,3,4,0,1,2,1,2,3,2,3,2,2
6,2180,CH,5,8,5,5,4,7,6,6,3,3,0,3,1,1,1,4,1,4,1,1
6,2182,CH,7,5,2,7,8,7,5,5,2,1,0,2,3,4,4,1,2,2,3,3
6,2183,CH,7,6,5,10,10,10,8,6,8,8,0,1,3,3,1,3,1,3,1,2
6,2186,CH,7,7,7,6,8,8,6,5,5,6,0,2,1,1,1,4,1,4,1,1
6,2188,CH,8,8,7,5,7,7,5,7,4,5,0,2,1,2,1,4,1,4,1,1
6,2189,CH,5,6,6,6,7,7,4,4,4,4,0,3,1,2,2,4,1,4,1,1
6,2190,CH,3,5,6,7,8,7,6,5,6,5,0,2,1,2,2,2,2,2,1,2
6,2191,CH,9,10,7,10,10,9,7,9,NA,6,0,2,1,1,1,4,1,3,1,1
6,2192,CH,5,6,4,5,5,5,3,3,3,4,0,2,1,1,1,3,1,3,1,1
6,2193,CH,3,4,4,5,4,3,4,4,4,4,0,2,2,2,2,2,1,2,2,1
6,2195,CH,8,7,7,7,3,8,7,7,3,3,0,2,1,1,1,4,1,4,1,1
6,2196,CH,7,8,8,5,NA,6,5,5,NA,5,0,1,1,1,1,3,1,2,1,1
6,2197,CH,8,8,5,5,7,8,7,7,6,7,0,2,1,1,1,4,1,4,1,1
6,2198,CH,4,10,8,NA,7,7,5,4,NA,NA,0,2,1,2,4,4,1,3,2,2
6,2201,CH,8,8,8,7,10,10,8,7,6,9,0,2,1,2,4,3,1,4,1,2
6,2202,CH,7,7,8,7,8,8,6,7,NA,8,0,2,1,1,1,4,1,4,2,1
6,2203,CH,7,5,7,9,9,9,8,6,7,5,0,1,1,1,3,3,3,3,1,1
6,2204,CH,7,7,7,8,6,8,7,7,4,7,0,2,1,2,1,3,2,3,1,1
6,2205,CH,8,10,8,7,8,9,6,6,6,7,0,2,1,1,2,3,2,2,2,1
6,2209,CH,7,8,7,5,8,8,3,3,4,6,0,2,1,2,2,2,2,2,1,1
6,2210,CH,6,8,7,4,6,7,3,3,5,5,0,2,2,1,1,3,1,3,1,1
6,2211,CH,7,6,5,7,NA,5,5,7,5,9,NA,3,1,1,4,4,1,4,1,1
6,2215,CH,5,5,5,10,8,8,5,5,5,5,0,2,1,3,2,3,1,4,1,1
6,2217,CH,10,10,9,6,3,3,5,6,2,7,0,3,1,1,2,4,1,4,2,1
6,2220,CH,7,8,7,7,8,8,6,5,5,6,0,2,1,2,1,2,1,3,1,1
6,2221,CH,7,7,8,5,6,8,7,6,2,4,0,4,2,2,1,3,2,2,2,1
6,2224,CH,5,5,5,8,8,10,4,6,5,5,0,2,2,1,2,3,1,4,2,1
6,2225,CH,5,2,2,0,0,0,0,0,0,0,1,2,1,1,2,2,1,3,1,1
6,2227,CH,8,8,8,NA,9,8,NA,NA,6,6,0,2,2,2,1,3,1,3,1,2
6,2228,CH,6,8,7,7,6,6,5,6,5,6,0,2,2,1,1,3,1,3,1,1
6,2229,CH,7,7,4,9,7,7,7,6,NA,6,1,2,1,2,2,3,1,3,1,1
6,2232,CH,6,7,7,5,8,8,5,4,7,8,1,3,1,1,1,3,1,3,1,2
6,2235,CH,8,8,8,7,7,7,5,6,4,5,0,2,2,2,2,2,2,2,2,1
6,2236,CH,3,3,4,6,5,6,4,1,NA,2,0,2,1,2,3,3,2,3,1,1
6,2237,CH,10,10,9,6,6,7,7,6,5,7,0,2,1,1,1,4,1,2,2,1
6,2239,CH,7,7,6,7,6,7,6,4,1,2,0,2,1,1,1,4,1,3,2,1
6,2241,CH,6,4,3,2,3,4,1,0,1,0,0,2,1,1,1,4,1,4,1,1
6,2242,CH,8,7,7,5,9,8,5,6,7,8,0,2,1,2,1,3,1,3,1,1
6,2243,CH,5,7,4,4,6,6,1,0,1,1,0,3,1,1,2,3,1,3,1,2
6,2244,CH,2,5,7,NA,NA,NA,NA,NA,NA,NA,0,2,3,4,2,1,1,2,3,3
6,2245,CH,4,8,8,5,5,6,6,6,7,8,0,2,2,2,3,2,1,2,2,2
6,2247,CH,3,3,5,5,6,4,3,3,3,6,0,2,1,2,1,3,1,3,1,1
6,2248,CH,5,8,2,3,3,4,2,1,2,2,0,3,2,3,4,4,1,3,2,1
6,2249,CH,6,7,4,7,7,7,6,6,7,7,0,1,1,1,1,3,1,3,1,1
6,2251,CH,6,7,5,6,8,8,6,5,4,8,0,2,2,1,2,2,1,2,2,1
6,2252,CH,5,4,5,5,7,7,5,5,3,NA,0,2,1,1,1,4,1,4,1,1
6,2254,CH,8,8,8,6,7,7,5,6,6,8,0,2,2,2,1,3,1,2,1,1
6,2256,CH,7,7,5,8,9,9,7,6,8,8,1,4,1,2,1,3,1,2,1,1
6,2257,CH,8,6,5,5,5,4,4,2,3,3,0,2,2,2,2,3,1,3,2,1
6,2261,CH,6,7,4,6,6,7,5,6,5,5,0,1,1,2,2,3,1,3,2,1
6,2262,CH,7,7,4,7,5,6,4,5,NA,5,0,2,1,1,1,4,1,4,1,1
6,2265,CH,7,4,8,3,3,4,0,4,7,7,1,2,2,1,1,3,2,3,2,3
6,2267,CH,7,9,5,6,7,8,4,2,5,0,0,1,1,1,2,3,2,3,2,1
6,2270,CH,6,4,6,5,4,6,4,4,5,4,0,2,1,1,2,3,1,4,2,2
6,2271,CH,7,7,7,9,9,8,7,8,7,8,0,4,1,1,2,4,1,4,2,2
6,2272,CH,8,7,5,4,8,7,4,4,4,6,0,2,2,2,2,2,2,3,2,1
6,2273,CH,7,7,5,8,9,6,6,7,7,6,0,2,2,1,1,3,1,4,1,2
6,2280,CH,4,5,5,9,9,10,9,7,4,4,0,3,1,1,4,4,3,2,2,1
6,2283,CH,5,8,5,5,8,10,2,2,5,8,0,2,2,1,4,3,1,3,1,2
6,2284,CH,7,7,7,5,6,5,6,6,4,4,0,1,1,1,1,4,1,4,1,1
6,2288,CH,7,7,7,NA,NA,5,NA,NA,NA,NA,0,2,1,2,1,4,1,3,1,1
6,2289,CH,7,7,5,7,7,7,5,5,4,7,0,2,1,1,1,4,1,4,1,2
6,2290,CH,7,7,7,8,8,8,8,8,7,7,0,1,1,1,1,3,1,3,1,2
6,2291,CH,4,7,7,8,9,8,5,5,0,5,0,2,2,1,1,4,1,4,1,1
6,2292,CH,7,7,8,5,7,8,6,4,5,7,0,3,1,1,1,4,1,4,1,1
6,2294,CH,5,9,7,5,4,7,7,7,7,8,0,5,2,2,2,2,1,2,2,2
6,2295,CH,7,5,5,6,7,7,5,4,6,5,0,2,2,1,2,2,2,3,2,1
6,2296,CH,4,1,10,0,3,10,2,6,0,0,0,2,3,3,3,2,3,2,3,3
6,2298,CH,3,8,5,9,8,8,5,6,8,9,0,2,1,2,1,3,2,3,1,2
6,2299,CH,3,5,5,3,5,5,2,3,5,4,0,2,1,2,2,3,1,3,1,2
6,2301,CH,3,5,7,7,9,10,5,3,1,2,0,3,1,2,2,3,1,3,2,1
6,2304,CH,8,10,8,6,7,8,7,8,9,9,0,2,2,2,2,3,2,2,2,2
6,2305,CH,7,3,5,4,5,7,4,2,4,5,0,2,1,1,2,3,1,3,1,1
6,2311,CH,7,9,7,NA,NA,8,NA,NA,NA,NA,0,1,1,2,1,3,1,3,2,1
6,2312,CH,8,6,3,5,8,8,5,5,3,4,0,2,2,1,2,3,1,4,1,2
6,2315,CH,7,8,3,5,3,7,2,7,NA,NA,0,1,2,2,3,2,1,2,2,3
6,2316,CH,5,7,5,2,2,2,1,2,NA,8,0,3,1,1,1,3,1,4,1,1
6,2318,CH,4,5,5,5,4,5,5,5,4,4,0,1,1,1,1,4,1,4,1,1
6,2319,CH,9,8,8,8,7,9,5,5,4,6,0,3,1,1,1,3,1,4,1,1
6,2320,CH,7,7,4,10,10,10,8,8,7,6,0,2,2,4,3,3,1,1,1,3
6,2321,CH,8,6,3,3,8,8,3,3,1,1,0,1,1,2,2,3,1,3,2,1
6,2322,CH,3,7,4,5,8,8,3,2,5,6,0,2,1,2,2,4,1,4,2,3
6,2326,CH,6,5,5,4,7,4,6,5,8,8,0,2,2,1,1,3,2,4,3,2
6,2327,CH,4,5,6,6,6,6,5,5,5,5,0,2,2,1,2,3,1,4,1,1
6,2329,CH,8,8,5,8,7,7,8,5,4,3,0,2,1,1,2,3,1,3,2,1
6,2330,CH,7,5,4,5,3,6,5,5,2,4,0,1,2,1,1,3,1,3,2,1
6,2332,CH,5,7,5,5,5,6,5,3,7,5,0,2,1,1,2,3,1,3,1,1
6,2333,CH,3,6,4,3,7,8,4,4,2,3,0,2,1,1,3,2,1,3,1,1
6,2334,CH,4,4,5,NA,0,6,3,3,NA,NA,0,3,2,3,3,3,3,3,3,3
6,2335,CH,5,5,3,7,5,3,7,8,6,8,0,2,1,2,4,3,2,3,2,2
6,2337,CH,7,6,3,6,8,8,4,2,3,3,1,2,2,1,3,2,1,2,1,1
6,2338,CH,5,8,8,9,NA,9,3,2,2,4,1,4,1,2,1,4,2,3,1,1
6,2343,CH,8,3,2,1,1,8,0,0,4,3,0,1,1,2,2,3,1,3,1,2
6,2345,CH,6,7,4,NA,5,8,3,3,4,4,0,2,1,2,1,4,1,4,1,1
6,2346,CH,5,7,7,6,8,6,5,4,5,4,0,2,1,1,2,3,2,3,1,1
6,2347,CH,10,10,10,NA,NA,10,5,5,10,10,1,1,1,1,1,4,1,4,1,1
6,2350,CH,7,8,8,5,7,8,5,5,5,5,0,2,2,3,1,3,1,2,1,1
6,2352,CH,7,8,5,5,6,6,5,4,5,6,0,2,2,3,2,2,1,2,2,1
6,2353,CH,9,9,8,7,7,8,7,7,7,8,0,2,1,1,1,3,1,3,1,1
6,2356,CH,7,7,4,6,7,8,6,6,3,3,0,1,1,1,1,3,1,3,2,1
6,2358,CH,8,10,7,7,9,9,8,8,7,6,0,3,1,1,2,4,1,4,1,1
6,2359,CH,6,6,6,7,7,7,7,6,6,6,0,2,1,2,2,3,1,3,1,1
6,2362,CH,6,6,6,6,7,7,6,6,5,5,0,4,1,3,2,4,1,2,1,1
6,2364,CH,5,6,5,8,NA,10,NA,NA,0,5,0,4,3,4,3,1,2,2,2,4
6,2365,CH,7,7,3,7,8,8,5,5,6,8,0,2,2,2,1,3,1,3,3,1
6,2366,CH,4,4,5,5,6,6,4,4,2,2,0,2,2,2,2,2,2,2,2,2
6,2372,CH,7,5,6,7,8,9,7,5,7,7,0,2,2,2,2,3,1,3,2,1
6,2375,CH,6,8,8,7,7,9,6,7,NA,7,0,2,1,2,3,4,1,3,1,1
6,2376,CH,8,7,7,7,8,8,6,6,5,7,0,2,1,1,2,3,1,4,2,2
6,2378,CH,6,8,7,6,7,7,7,5,1,2,0,3,1,2,2,4,1,4,1,1
6,2379,CH,5,5,5,7,7,9,8,7,6,0,1,2,2,2,2,3,1,2,3,2
6,2380,CH,3,7,4,7,7,8,7,7,5,5,0,2,1,1,1,3,1,4,1,2
6,2381,CH,10,9,9,6,6,8,6,6,5,6,0,3,1,1,1,4,1,4,1,1
6,2382,CH,7,6,5,5,7,7,4,4,5,6,0,2,2,2,1,2,1,3,1,1
6,2383,CH,7,8,5,7,6,8,8,6,0,8,0,2,1,1,1,2,1,4,1,1
6,2384,CH,8,9,8,7,8,7,5,3,6,6,0,2,1,1,1,4,2,4,2,2
6,2385,CH,6,7,5,4,7,8,4,5,4,5,0,2,1,1,2,3,1,4,1,1
6,2386,CH,7,7,6,7,5,5,5,7,5,6,0,2,1,1,2,3,1,4,1,1
6,2388,CH,7,7,7,7,8,9,6,7,6,6,0,2,1,1,2,3,1,3,1,1
6,2392,CH,5,6,6,4,5,6,4,3,4,4,0,1,1,1,1,3,1,3,2,1
6,2393,CH,9,9,7,5,6,6,4,3,1,2,0,2,1,1,1,4,1,2,1,1
6,2397,CH,5,5,5,NA,5,5,NA,2,NA,NA,0,2,1,1,2,3,1,4,1,1
6,2403,CH,5,5,5,5,5,7,5,NA,NA,5,0,1,1,1,1,4,1,3,1,2
